,run,epoch,loss,train_accuracy,epoch duration,run duration,test_accuracy,total parameters,lr,batch_size,momentum,l1_oc,filter_multiplier,kernel_size,stride,dropout_rate
16,1,17,0.4413246466064453,0.85212,86.19313549995422,1591.178251504898,0.8237,4403518,0.01,128,0.9,64,2,3,1,0.3
17,1,18,0.4267823648071289,0.85786,86.52573108673096,1685.3515331745148,0.8284,4403518,0.01,128,0.9,64,2,3,1,0.3
18,1,19,0.4105593061065674,0.86346,86.31309819221497,1779.4748101234436,0.829,4403518,0.01,128,0.9,64,2,3,1,0.3
19,1,20,0.39557750198364255,0.86892,86.393709897995,1873.4422588348389,0.8334,4403518,0.01,128,0.9,64,2,3,1,0.3
20,1,21,0.385839227142334,0.8723,86.35721206665039,1967.3412923812866,0.8362,4403518,0.01,128,0.9,64,2,3,1,0.3
21,1,22,0.3816626667022705,0.87302,86.42179560661316,2061.3338420391083,0.8452,4403518,0.01,128,0.9,64,2,3,1,0.3
22,1,23,0.36508459648132324,0.87852,86.91282558441162,2155.834376335144,0.845,4403518,0.01,128,0.9,64,2,3,1,0.3
23,1,24,0.3567332839202881,0.87992,87.65180468559265,2251.351150035858,0.8471,4403518,0.01,128,0.9,64,2,3,1,0.3
24,1,25,0.35126580638885496,0.88302,86.29107737541199,2345.377542257309,0.8442,4403518,0.01,128,0.9,64,2,3,1,0.3
25,1,26,0.33557681007385254,0.8863,89.61519980430603,2442.814824819565,0.8442,4403518,0.01,128,0.9,64,2,3,1,0.3
26,1,27,0.3290952761077881,0.88972,86.71228694915771,2537.4632008075714,0.8483,4403518,0.01,128,0.9,64,2,3,1,0.3
27,1,28,0.3209001313018799,0.89288,87.87382650375366,2633.2508628368378,0.8531,4403518,0.01,128,0.9,64,2,3,1,0.3
28,1,29,0.30738509841918943,0.89764,86.88886594772339,2728.0715260505676,0.8555,4403518,0.01,128,0.9,64,2,3,1,0.3
29,1,30,0.30260427333831785,0.89786,87.23415160179138,2823.205564022064,0.8556,4403518,0.01,128,0.9,64,2,3,1,0.3
30,1,31,0.29736244121551514,0.90016,87.80426526069641,2918.895744085312,0.8564,4403518,0.01,128,0.9,64,2,3,1,0.3
31,1,32,0.28975894802093505,0.90194,87.00882649421692,3013.9649839401245,0.8592,4403518,0.01,128,0.9,64,2,3,1,0.3
32,1,33,0.284997351436615,0.90522,87.28785490989685,3109.1068346500397,0.8624,4403518,0.01,128,0.9,64,2,3,1,0.3
33,1,34,0.2697663141822815,0.90916,86.39966368675232,3203.1909487247467,0.8584,4403518,0.01,128,0.9,64,2,3,1,0.3
34,1,35,0.26997037799835205,0.90908,86.99775195121765,3297.838182449341,0.8606,4403518,0.01,128,0.9,64,2,3,1,0.3
35,1,36,0.2630458123207092,0.9124,87.74054956436157,3393.4786055088043,0.8581,4403518,0.01,128,0.9,64,2,3,1,0.3
36,1,37,0.25971805782318114,0.91324,86.38254451751709,3488.1270513534546,0.859,4403518,0.01,128,0.9,64,2,3,1,0.3
37,1,38,0.25123932401657106,0.91574,86.59756779670715,3582.512844324112,0.8627,4403518,0.01,128,0.9,64,2,3,1,0.3
38,1,39,0.2469568434524536,0.91814,86.58615970611572,3676.881163597107,0.87,4403518,0.01,128,0.9,64,2,3,1,0.3
39,1,40,0.24382418336868286,0.9182,87.01617884635925,3771.7194290161133,0.8661,4403518,0.01,128,0.9,64,2,3,1,0.3
40,1,41,0.23372307035446166,0.92218,86.62454652786255,3866.179023742676,0.8696,4403518,0.01,128,0.9,64,2,3,1,0.3
41,1,42,0.2266867039489746,0.92352,86.96554398536682,3960.8659269809723,0.8704,4403518,0.01,128,0.9,64,2,3,1,0.3
42,1,43,0.2235924711894989,0.92616,86.89610409736633,4055.8444209098816,0.8602,4403518,0.01,128,0.9,64,2,3,1,0.3
43,1,44,0.22094532110214232,0.92528,86.49211525917053,4150.692191839218,0.8639,4403518,0.01,128,0.9,64,2,3,1,0.3
44,1,45,0.217511829662323,0.92836,86.60990023612976,4245.08228802681,0.8664,4403518,0.01,128,0.9,64,2,3,1,0.3
45,1,46,0.21020674282073976,0.93004,86.8083701133728,4339.654894351959,0.8697,4403518,0.01,128,0.9,64,2,3,1,0.3
46,1,47,0.21149055170059203,0.92854,86.25942087173462,4433.684509515762,0.8713,4403518,0.01,128,0.9,64,2,3,1,0.3
47,1,48,0.20307374940872192,0.93224,86.25009059906006,4527.563214540482,0.8746,4403518,0.01,128,0.9,64,2,3,1,0.3
48,1,49,0.20161408915519716,0.93316,87.45346450805664,4622.788867473602,0.8713,4403518,0.01,128,0.9,64,2,3,1,0.3
49,1,50,0.20061517894744874,0.9334,86.4283709526062,4717.008402824402,0.8739,4403518,0.01,128,0.9,64,2,3,1,0.3
50,1,51,0.19235158613204956,0.93588,82.28975176811218,4806.815052747726,0.8715,4403518,0.01,128,0.9,64,2,3,1,0.3
51,1,52,0.186592902469635,0.93822,83.17527627944946,4897.683755874634,0.8752,4403518,0.01,128,0.9,64,2,3,1,0.3
52,1,53,0.1810126915168762,0.94024,84.10608196258545,4989.651054382324,0.8692,4403518,0.01,128,0.9,64,2,3,1,0.3
53,1,54,0.18259137360572814,0.93914,83.83167243003845,5081.414492368698,0.873,4403518,0.01,128,0.9,64,2,3,1,0.3
54,1,55,0.17955528806686402,0.94016,84.8133590221405,5174.17560839653,0.8759,4403518,0.01,128,0.9,64,2,3,1,0.3
55,1,56,0.17304507612228393,0.9417,84.81788325309753,5266.908100366592,0.8709,4403518,0.01,128,0.9,64,2,3,1,0.3
56,1,57,0.1689259117603302,0.94314,84.50529503822327,5359.2055649757385,0.8737,4403518,0.01,128,0.9,64,2,3,1,0.3
57,1,58,0.16935550073623656,0.9428,84.32299399375916,5451.607276916504,0.8734,4403518,0.01,128,0.9,64,2,3,1,0.3
58,1,59,0.16368333194732665,0.9459,86.61275100708008,5546.118920087814,0.8776,4403518,0.01,128,0.9,64,2,3,1,0.3
59,1,60,0.15981858845710756,0.94744,87.73439502716064,5641.868879318237,0.8743,4403518,0.01,128,0.9,64,2,3,1,0.3
60,1,61,0.16177560238838196,0.94592,86.98842263221741,5736.950747728348,0.874,4403518,0.01,128,0.9,64,2,3,1,0.3
61,1,62,0.15757111075401306,0.94804,86.55810475349426,5831.336472272873,0.8795,4403518,0.01,128,0.9,64,2,3,1,0.3
62,1,63,0.1569519830799103,0.94878,86.4400794506073,5925.537796020508,0.8776,4403518,0.01,128,0.9,64,2,3,1,0.3
63,1,64,0.14553456510066987,0.95074,87.4071729183197,6020.754092216492,0.8764,4403518,0.01,128,0.9,64,2,3,1,0.3
64,1,65,0.15270325719833375,0.94842,86.47144770622253,6115.010708332062,0.8782,4403518,0.01,128,0.9,64,2,3,1,0.3
65,1,66,0.14030934085845947,0.95268,86.21607828140259,6208.873339891434,0.8727,4403518,0.01,128,0.9,64,2,3,1,0.3
66,1,67,0.146805507144928,0.95056,86.12993335723877,6302.796441078186,0.8825,4403518,0.01,128,0.9,64,2,3,1,0.3
67,1,68,0.14141543287277222,0.952,86.18400311470032,6396.700814247131,0.877,4403518,0.01,128,0.9,64,2,3,1,0.3
68,1,69,0.1445072861480713,0.95132,86.44921541213989,6490.891329288483,0.8783,4403518,0.01,128,0.9,64,2,3,1,0.3
69,1,70,0.13664187534332276,0.95444,88.64990425109863,6587.332405805588,0.8785,4403518,0.01,128,0.9,64,2,3,1,0.3
70,1,71,0.1400393782711029,0.95422,87.2352876663208,6682.91038441658,0.8794,4403518,0.01,128,0.9,64,2,3,1,0.3
71,1,72,0.13365448196411134,0.95578,86.42176747322083,6776.998649597168,0.8792,4403518,0.01,128,0.9,64,2,3,1,0.3
72,1,73,0.13029537249088288,0.95674,87.44432139396667,6872.125437736511,0.8787,4403518,0.01,128,0.9,64,2,3,1,0.3
73,1,74,0.12616638476371766,0.95706,86.51048469543457,6966.356250762939,0.8789,4403518,0.01,128,0.9,64,2,3,1,0.3
74,1,75,0.12508350570201873,0.95844,87.75501370429993,7062.193650722504,0.8812,4403518,0.01,128,0.9,64,2,3,1,0.3
75,1,76,0.1246512790966034,0.95792,86.37949323654175,7156.914870262146,0.8801,4403518,0.01,128,0.9,64,2,3,1,0.3
76,1,77,0.11982892758846284,0.96046,86.16827583312988,7250.638554573059,0.8807,4403518,0.01,128,0.9,64,2,3,1,0.3
77,1,78,0.12340835171699524,0.95856,86.4416115283966,7344.835396528244,0.8817,4403518,0.01,128,0.9,64,2,3,1,0.3
78,1,79,0.11722682904720307,0.9612,87.84342885017395,7440.409437179565,0.8791,4403518,0.01,128,0.9,64,2,3,1,0.3
79,1,80,0.1189451895904541,0.96062,88.13126373291016,7536.204081535339,0.884,4403518,0.01,128,0.9,64,2,3,1,0.3
80,1,81,0.11400896089076996,0.96252,88.24818634986877,7632.461848258972,0.8762,4403518,0.01,128,0.9,64,2,3,1,0.3
81,1,82,0.11461257172584534,0.9622,87.11947774887085,7727.32657790184,0.8859,4403518,0.01,128,0.9,64,2,3,1,0.3
82,1,83,0.11479645325183868,0.96168,86.98659038543701,7821.9886429309845,0.8822,4403518,0.01,128,0.9,64,2,3,1,0.3
83,1,84,0.11411795411586761,0.96224,87.18028903007507,7916.929168462753,0.8865,4403518,0.01,128,0.9,64,2,3,1,0.3
84,1,85,0.11022816385746002,0.96392,86.0532374382019,8010.620979785919,0.8825,4403518,0.01,128,0.9,64,2,3,1,0.3
85,1,86,0.11064830549240112,0.9634,84.5113468170166,8102.648214817047,0.8784,4403518,0.01,128,0.9,64,2,3,1,0.3
86,1,87,0.10454697810173035,0.96624,84.57857394218445,8194.665884017944,0.8825,4403518,0.01,128,0.9,64,2,3,1,0.3
87,1,88,0.10112288990020751,0.96626,84.6106231212616,8286.787742614746,0.8809,4403518,0.01,128,0.9,64,2,3,1,0.3
88,1,89,0.10252541288852692,0.96602,84.57724666595459,8378.796107053757,0.8846,4403518,0.01,128,0.9,64,2,3,1,0.3
89,1,90,0.09925681230068206,0.96644,84.44887638092041,8470.652176856995,0.8829,4403518,0.01,128,0.9,64,2,3,1,0.3
90,1,91,0.09834055919647217,0.96714,84.40991020202637,8562.450330257416,0.8874,4403518,0.01,128,0.9,64,2,3,1,0.3
91,1,92,0.09653781752586364,0.96848,84.41526412963867,8654.380499362946,0.8836,4403518,0.01,128,0.9,64,2,3,1,0.3
92,1,93,0.09482197187900543,0.96818,84.37733817100525,8746.175003528595,0.8839,4403518,0.01,128,0.9,64,2,3,1,0.3
93,1,94,0.09738471417427064,0.96814,84.4728946685791,8838.111936569214,0.8827,4403518,0.01,128,0.9,64,2,3,1,0.3
94,1,95,0.09856589195728302,0.96696,84.38387608528137,8929.90099978447,0.8859,4403518,0.01,128,0.9,64,2,3,1,0.3
95,1,96,0.0926266223859787,0.96876,84.40178084373474,9021.681030750275,0.8858,4403518,0.01,128,0.9,64,2,3,1,0.3
96,1,97,0.0945857507276535,0.9696,84.49549388885498,9113.568756818771,0.8824,4403518,0.01,128,0.9,64,2,3,1,0.3
97,1,98,0.08906926384925842,0.97036,84.54657435417175,9205.515533685684,0.8835,4403518,0.01,128,0.9,64,2,3,1,0.3
98,1,99,0.09573556353092194,0.96896,84.55757260322571,9297.730655670166,0.8826,4403518,0.01,128,0.9,64,2,3,1,0.3
99,1,100,0.09058045008659363,0.96994,84.53387427330017,9389.678704738617,0.8814,4403518,0.01,128,0.9,64,2,3,1,0.3
100,2,1,1.8471997659301758,0.30528,84.69203329086304,84.98428606987,0.399,4403518,0.01,128,0.9,64,2,3,1,0.5
101,2,2,1.4476948974609376,0.47042,84.69758415222168,177.1060242652893,0.538,4403518,0.01,128,0.9,64,2,3,1,0.5
102,2,3,1.2395793089294433,0.56432,84.64247584342957,269.25644278526306,0.5968,4403518,0.01,128,0.9,64,2,3,1,0.5
103,2,4,1.1036907920837402,0.61822,84.65570306777954,361.38117361068726,0.636,4403518,0.01,128,0.9,64,2,3,1,0.5
104,2,5,1.0224233489990235,0.65294,84.66885876655579,453.52514719963074,0.6657,4403518,0.01,128,0.9,64,2,3,1,0.5
105,2,6,0.9584010049438476,0.677,84.73103952407837,545.6660087108612,0.6802,4403518,0.01,128,0.9,64,2,3,1,0.5
106,2,7,0.9047638401794433,0.69768,84.79745149612427,637.9823546409607,0.7005,4403518,0.01,128,0.9,64,2,3,1,0.5
107,2,8,0.8539900628662109,0.71822,84.65644574165344,730.0400097370148,0.7186,4403518,0.01,128,0.9,64,2,3,1,0.5
108,2,9,0.8226561111450196,0.72948,84.69201421737671,822.2060453891754,0.7235,4403518,0.01,128,0.9,64,2,3,1,0.5
109,2,10,0.7774617684936523,0.7455,84.84983849525452,914.5139329433441,0.7395,4403518,0.01,128,0.9,64,2,3,1,0.5
110,2,11,0.7405837870788574,0.75968,84.68352460861206,1006.6365399360657,0.7533,4403518,0.01,128,0.9,64,2,3,1,0.5
111,2,12,0.7290098622894287,0.76402,84.65142965316772,1098.6911823749542,0.756,4403518,0.01,128,0.9,64,2,3,1,0.5
112,2,13,0.696350157699585,0.7749,84.80250191688538,1190.9527122974396,0.7623,4403518,0.01,128,0.9,64,2,3,1,0.5
113,2,14,0.6712616494750977,0.78302,84.68125581741333,1283.0843188762665,0.7691,4403518,0.01,128,0.9,64,2,3,1,0.5
114,2,15,0.6413146059417725,0.79346,84.6756534576416,1375.26091837883,0.7795,4403518,0.01,128,0.9,64,2,3,1,0.5
115,2,16,0.61938970413208,0.80106,84.65138649940491,1467.3554027080536,0.7843,4403518,0.01,128,0.9,64,2,3,1,0.5
116,2,17,0.5977314682006836,0.80868,84.65011644363403,1559.441600561142,0.7829,4403518,0.01,128,0.9,64,2,3,1,0.5
117,2,18,0.5871360817718506,0.81176,84.71415448188782,1651.7185277938843,0.7923,4403518,0.01,128,0.9,64,2,3,1,0.5
118,2,19,0.5659874378204346,0.81916,84.68242192268372,1743.8176271915436,0.8066,4403518,0.01,128,0.9,64,2,3,1,0.5
119,2,20,0.5579629088592529,0.8226,84.73715043067932,1835.9898386001587,0.8072,4403518,0.01,128,0.9,64,2,3,1,0.5
120,2,21,0.5360902285003663,0.82838,84.5892105102539,1928.0341122150421,0.8042,4403518,0.01,128,0.9,64,2,3,1,0.5
121,2,22,0.5249265518951416,0.83406,84.70002222061157,2020.2001695632935,0.8091,4403518,0.01,128,0.9,64,2,3,1,0.5
122,2,23,0.5201454444122314,0.83722,84.68626880645752,2112.2686982154846,0.8116,4403518,0.01,128,0.9,64,2,3,1,0.5
123,2,24,0.5001155666351318,0.84064,84.78158926963806,2204.4594280719757,0.8114,4403518,0.01,128,0.9,64,2,3,1,0.5
124,2,25,0.49042351722717287,0.8444,84.65355491638184,2296.594745874405,0.8175,4403518,0.01,128,0.9,64,2,3,1,0.5
125,2,26,0.47762332611083985,0.8484,84.74604678153992,2388.745966911316,0.8174,4403518,0.01,128,0.9,64,2,3,1,0.5
126,2,27,0.4598857722091675,0.85328,84.65189146995544,2480.8768587112427,0.8206,4403518,0.01,128,0.9,64,2,3,1,0.5
127,2,28,0.44792236751556397,0.85772,84.71076202392578,2573.07360124588,0.8286,4403518,0.01,128,0.9,64,2,3,1,0.5
128,2,29,0.44485015213012696,0.85948,84.7553539276123,2665.223185777664,0.8298,4403518,0.01,128,0.9,64,2,3,1,0.5
129,2,30,0.4311546850585937,0.86406,84.73717141151428,2757.4513256549835,0.8333,4403518,0.01,128,0.9,64,2,3,1,0.5
130,2,31,0.42811644805908206,0.8644,85.24083042144775,2850.1232857704163,0.8275,4403518,0.01,128,0.9,64,2,3,1,0.5
131,2,32,0.4123065809249878,0.86854,84.7575740814209,2942.341876268387,0.8416,4403518,0.01,128,0.9,64,2,3,1,0.5
132,2,33,0.4072584534072876,0.8721,84.78241062164307,3034.605254173279,0.8372,4403518,0.01,128,0.9,64,2,3,1,0.5
133,2,34,0.3987557025527954,0.87458,84.67170405387878,3126.6631989479065,0.8377,4403518,0.01,128,0.9,64,2,3,1,0.5
134,2,35,0.3974005717086792,0.87518,84.82259273529053,3218.9527957439423,0.8358,4403518,0.01,128,0.9,64,2,3,1,0.5
135,2,36,0.3908142514038086,0.87802,84.74195313453674,3311.185715198517,0.8403,4403518,0.01,128,0.9,64,2,3,1,0.5
136,2,37,0.38208047702789305,0.8809,84.74841213226318,3403.4111366271973,0.8365,4403518,0.01,128,0.9,64,2,3,1,0.5
137,2,38,0.37280075466156004,0.88398,84.74055409431458,3495.612741470337,0.8424,4403518,0.01,128,0.9,64,2,3,1,0.5
138,2,39,0.36711299083709714,0.88254,84.77771520614624,3587.9432690143585,0.8445,4403518,0.01,128,0.9,64,2,3,1,0.5
139,2,40,0.3563434968566895,0.88748,84.84361529350281,3680.269863843918,0.8478,4403518,0.01,128,0.9,64,2,3,1,0.5
140,2,41,0.35574041843414306,0.8878,84.78664994239807,3772.5863769054413,0.8455,4403518,0.01,128,0.9,64,2,3,1,0.5
141,2,42,0.3499569430923462,0.89076,85.4504132270813,3865.49924492836,0.854,4403518,0.01,128,0.9,64,2,3,1,0.5
142,2,43,0.3367971482849121,0.89312,85.39837098121643,3958.565111875534,0.8531,4403518,0.01,128,0.9,64,2,3,1,0.5
143,2,44,0.33708968620300295,0.89432,85.04162764549255,4051.1485710144043,0.8482,4403518,0.01,128,0.9,64,2,3,1,0.5
144,2,45,0.327067908744812,0.89712,84.70002293586731,4143.368469715118,0.8529,4403518,0.01,128,0.9,64,2,3,1,0.5
145,2,46,0.3275167261123657,0.89714,84.45282936096191,4235.325206279755,0.8488,4403518,0.01,128,0.9,64,2,3,1,0.5
146,2,47,0.3172152856826782,0.90078,84.58649206161499,4327.3114058971405,0.8541,4403518,0.01,128,0.9,64,2,3,1,0.5
147,2,48,0.313432933177948,0.9017,84.52452492713928,4419.374737739563,0.8589,4403518,0.01,128,0.9,64,2,3,1,0.5
148,2,49,0.3094932505989075,0.90272,84.50185894966125,4511.271821975708,0.8544,4403518,0.01,128,0.9,64,2,3,1,0.5
149,2,50,0.304367253818512,0.90488,84.40206360816956,4603.138933420181,0.8594,4403518,0.01,128,0.9,64,2,3,1,0.5
150,2,51,0.2978128070449829,0.90562,84.56533527374268,4695.266876935959,0.8548,4403518,0.01,128,0.9,64,2,3,1,0.5
151,2,52,0.29193775051116944,0.90978,84.47861337661743,4787.133706569672,0.8568,4403518,0.01,128,0.9,64,2,3,1,0.5
152,2,53,0.29027683385849,0.90828,84.44031715393066,4878.998157262802,0.851,4403518,0.01,128,0.9,64,2,3,1,0.5
153,2,54,0.2819115154647827,0.91156,84.74992823600769,4971.163260936737,0.8539,4403518,0.01,128,0.9,64,2,3,1,0.5
154,2,55,0.2790367973136902,0.91144,84.1041190624237,5062.682506322861,0.8545,4403518,0.01,128,0.9,64,2,3,1,0.5
155,2,56,0.27400303915023805,0.91424,86.9419002532959,5157.213113307953,0.8603,4403518,0.01,128,0.9,64,2,3,1,0.5
156,2,57,0.2751243459892273,0.91478,85.96230244636536,5250.76013302803,0.8566,4403518,0.01,128,0.9,64,2,3,1,0.5
157,2,58,0.26985482707977293,0.91488,85.71561288833618,5343.951753854752,0.8654,4403518,0.01,128,0.9,64,2,3,1,0.5
158,2,59,0.262321800365448,0.91804,85.86940932273865,5437.311128377914,0.8629,4403518,0.01,128,0.9,64,2,3,1,0.5
159,2,60,0.2589532141113281,0.91832,85.84040856361389,5530.652477264404,0.8571,4403518,0.01,128,0.9,64,2,3,1,0.5
160,2,61,0.26087368606567385,0.9183,85.97531318664551,5624.087768793106,0.8654,4403518,0.01,128,0.9,64,2,3,1,0.5
161,2,62,0.25539155031204225,0.92074,86.07705020904541,5717.586716175079,0.8583,4403518,0.01,128,0.9,64,2,3,1,0.5
162,2,63,0.25242191020965576,0.92074,85.98805904388428,5811.0667552948,0.8566,4403518,0.01,128,0.9,64,2,3,1,0.5
163,2,64,0.24384033224105836,0.92254,85.85209512710571,5904.411826848984,0.8617,4403518,0.01,128,0.9,64,2,3,1,0.5
164,2,65,0.2363621079826355,0.9251,85.94343972206116,5997.86221909523,0.8662,4403518,0.01,128,0.9,64,2,3,1,0.5
165,2,66,0.24248987197875976,0.92388,85.82377529144287,6091.203939199448,0.8658,4403518,0.01,128,0.9,64,2,3,1,0.5
166,2,67,0.23434019845962525,0.92754,86.01866340637207,6184.71059179306,0.8618,4403518,0.01,128,0.9,64,2,3,1,0.5
167,2,68,0.23043620695114136,0.92768,85.91776251792908,6278.251967906952,0.8665,4403518,0.01,128,0.9,64,2,3,1,0.5
168,2,69,0.22656687547683715,0.92842,86.30104088783264,6372.054949522018,0.8635,4403518,0.01,128,0.9,64,2,3,1,0.5
169,2,70,0.22825143384933472,0.92876,85.96689867973328,6465.497874736786,0.8664,4403518,0.01,128,0.9,64,2,3,1,0.5
170,2,71,0.22879968051910402,0.92918,85.99812340736389,6559.052792072296,0.8681,4403518,0.01,128,0.9,64,2,3,1,0.5
171,2,72,0.22477032270431518,0.93068,85.77954196929932,6652.35622215271,0.8653,4403518,0.01,128,0.9,64,2,3,1,0.5
172,2,73,0.22618289714813233,0.92868,85.89503479003906,6745.749214172363,0.867,4403518,0.01,128,0.9,64,2,3,1,0.5
173,2,74,0.22037497540473938,0.93148,85.84261655807495,6839.068836688995,0.8645,4403518,0.01,128,0.9,64,2,3,1,0.5
174,2,75,0.21883836128234863,0.93172,86.0752739906311,6932.649453878403,0.8646,4403518,0.01,128,0.9,64,2,3,1,0.5
175,2,76,0.2104592412853241,0.9343,85.8875961303711,7026.052950620651,0.8726,4403518,0.01,128,0.9,64,2,3,1,0.5
176,2,77,0.2175478099822998,0.93308,85.85391569137573,7119.383875608444,0.8646,4403518,0.01,128,0.9,64,2,3,1,0.5
177,2,78,0.1966499373626709,0.93742,86.06086587905884,7212.954196691513,0.87,4403518,0.01,128,0.9,64,2,3,1,0.5
178,2,79,0.2020632583427429,0.93696,85.84429669380188,7306.366242647171,0.8734,4403518,0.01,128,0.9,64,2,3,1,0.5
179,2,80,0.19709365365982057,0.93864,85.76509952545166,7399.647244691849,0.8633,4403518,0.01,128,0.9,64,2,3,1,0.5
180,2,81,0.19863347011566163,0.93844,85.81508612632751,7492.950308561325,0.8679,4403518,0.01,128,0.9,64,2,3,1,0.5
181,2,82,0.19317258876800536,0.93764,85.8524558544159,7586.2528529167175,0.8695,4403518,0.01,128,0.9,64,2,3,1,0.5
182,2,83,0.19582087359428405,0.93802,85.93490386009216,7679.66233587265,0.8619,4403518,0.01,128,0.9,64,2,3,1,0.5
183,2,84,0.19328680685043334,0.94086,85.87765717506409,7773.035947084427,0.874,4403518,0.01,128,0.9,64,2,3,1,0.5
184,2,85,0.19067988800048827,0.94134,85.85043096542358,7866.332459926605,0.8734,4403518,0.01,128,0.9,64,2,3,1,0.5
185,2,86,0.18784796164512635,0.94254,85.92105150222778,7959.658698558807,0.8731,4403518,0.01,128,0.9,64,2,3,1,0.5
186,2,87,0.18346083931922913,0.94176,85.8328857421875,8053.049057483673,0.8694,4403518,0.01,128,0.9,64,2,3,1,0.5
187,2,88,0.18318929836273193,0.94096,85.88045072555542,8146.398539304733,0.8742,4403518,0.01,128,0.9,64,2,3,1,0.5
188,2,89,0.18008935381889343,0.94358,85.88050651550293,8239.758984804153,0.8711,4403518,0.01,128,0.9,64,2,3,1,0.5
189,2,90,0.17424371536254882,0.94576,86.07046246528625,8333.562764406204,0.8712,4403518,0.01,128,0.9,64,2,3,1,0.5
190,2,91,0.17590178692817687,0.945,85.95244216918945,8427.001177549362,0.8716,4403518,0.01,128,0.9,64,2,3,1,0.5
191,2,92,0.17400530212402343,0.94566,85.83726167678833,8520.269291639328,0.8749,4403518,0.01,128,0.9,64,2,3,1,0.5
192,2,93,0.1714269103717804,0.94696,85.83032059669495,8613.673391580582,0.8782,4403518,0.01,128,0.9,64,2,3,1,0.5
193,2,94,0.17229499465942383,0.9448,86.08109188079834,8707.200571775436,0.8714,4403518,0.01,128,0.9,64,2,3,1,0.5
194,2,95,0.1675355418872833,0.94726,86.07573938369751,8800.75428724289,0.8722,4403518,0.01,128,0.9,64,2,3,1,0.5
195,2,96,0.16817826717376708,0.94812,85.86043810844421,8894.192453861237,0.8711,4403518,0.01,128,0.9,64,2,3,1,0.5
196,2,97,0.15895754695892333,0.95014,86.08314561843872,8987.756617069244,0.8715,4403518,0.01,128,0.9,64,2,3,1,0.5
197,2,98,0.1609594688987732,0.95058,85.94133639335632,9081.156009674072,0.8758,4403518,0.01,128,0.9,64,2,3,1,0.5
198,2,99,0.16291967829704285,0.9493,85.83308410644531,9174.518938779831,0.8767,4403518,0.01,128,0.9,64,2,3,1,0.5
199,2,100,0.16326926023483276,0.94946,86.11877083778381,9268.177534341812,0.8751,4403518,0.01,128,0.9,64,2,3,1,0.5
