,run,epoch,loss,train_accuracy,epoch duration,run duration,test_accuracy,total parameters,lr,batch_size,momentum,l1_oc,filter_multiplier,kernel_size,stride
219,8,10,0.47797564277648924,0.8315,71.64455008506775,717.82825922966,0.7099,4870654,0.01,128,0.9,64,2,5,1
220,8,11,0.391503451499939,0.8609,71.60506463050842,789.4502789974213,0.7028,4870654,0.01,128,0.9,64,2,5,1
221,8,12,0.3182053115081787,0.88806,71.59156608581543,861.0579702854156,0.6777,4870654,0.01,128,0.9,64,2,5,1
222,8,13,0.25579342628479,0.91078,71.62625050544739,932.7021293640137,0.704,4870654,0.01,128,0.9,64,2,5,1
223,8,14,0.19667453672409058,0.93062,71.66126656532288,1004.3793268203735,0.7033,4870654,0.01,128,0.9,64,2,5,1
224,8,15,0.154090788602829,0.9462,71.61456298828125,1076.0138249397278,0.7117,4870654,0.01,128,0.9,64,2,5,1
225,8,16,0.12794696934700012,0.95682,71.51939368247986,1147.5491766929626,0.692,4870654,0.01,128,0.9,64,2,5,1
226,8,17,0.12068949871063232,0.95944,71.58266019821167,1219.1497569084167,0.6984,4870654,0.01,128,0.9,64,2,5,1
227,8,18,0.08123573941707611,0.97226,71.6265287399292,1290.792256116867,0.7309,4870654,0.01,128,0.9,64,2,5,1
228,8,19,0.062255102372169496,0.9789,71.50207757949829,1362.3112607002258,0.7282,4870654,0.01,128,0.9,64,2,5,1
229,8,20,0.051770964877605435,0.98238,71.60373330116272,1433.9319496154785,0.739,4870654,0.01,128,0.9,64,2,5,1
230,8,21,0.03609220027923584,0.98824,71.64127945899963,1505.5901582241058,0.7463,4870654,0.01,128,0.9,64,2,5,1
231,8,22,0.030921833086013793,0.9896,71.54966855049133,1577.1567487716675,0.742,4870654,0.01,128,0.9,64,2,5,1
232,8,23,0.03079371991753578,0.99024,71.78364753723145,1648.9573149681091,0.7442,4870654,0.01,128,0.9,64,2,5,1
233,8,24,0.024496092443466188,0.9918,71.83268618583679,1720.8075954914093,0.7423,4870654,0.01,128,0.9,64,2,5,1
234,8,25,0.019809271056056024,0.9934,71.85293817520142,1792.6774878501892,0.7447,4870654,0.01,128,0.9,64,2,5,1
235,8,26,0.016979343922138214,0.9941,71.69128942489624,1864.3847329616547,0.7444,4870654,0.01,128,0.9,64,2,5,1
236,8,27,0.012967365050315857,0.99588,70.74653434753418,1935.1491923332214,0.746,4870654,0.01,128,0.9,64,2,5,1
237,8,28,0.01623176082611084,0.99482,71.08920860290527,2006.2543733119965,0.7503,4870654,0.01,128,0.9,64,2,5,1
238,8,29,0.01757862233519554,0.99408,72.42255735397339,2078.6923689842224,0.741,4870654,0.01,128,0.9,64,2,5,1
239,8,30,0.018064780040979386,0.99396,72.2863039970398,2150.9975910186768,0.744,4870654,0.01,128,0.9,64,2,5,1
240,9,1,2.1485675540161133,0.18248,61.34288835525513,61.54335284233093,0.3067,8512510,0.01,128,0.9,64,2,7,1
241,9,2,1.7351365213012695,0.35984,61.329885959625244,122.88915729522705,0.4143,8512510,0.01,128,0.9,64,2,7,1
242,9,3,1.465769185180664,0.46414,61.17655944824219,184.08167576789856,0.5155,8512510,0.01,128,0.9,64,2,7,1
243,9,4,1.2861374993896484,0.539,61.874478340148926,245.97510480880737,0.5609,8512510,0.01,128,0.9,64,2,7,1
244,9,5,1.1221717906188964,0.60232,60.9469358921051,306.9389953613281,0.5961,8512510,0.01,128,0.9,64,2,7,1
245,9,6,0.9801310987854004,0.65414,60.99412703514099,367.951048374176,0.6405,8512510,0.01,128,0.9,64,2,7,1
246,9,7,0.8423008432006835,0.70502,60.847379207611084,428.8195207118988,0.6675,8512510,0.01,128,0.9,64,2,7,1
247,9,8,0.7238236599731446,0.74542,61.02402067184448,489.8614959716797,0.6524,8512510,0.01,128,0.9,64,2,7,1
248,9,9,0.6122539418029785,0.78596,61.50066256523132,551.3796947002411,0.6514,8512510,0.01,128,0.9,64,2,7,1
249,9,10,0.5437432749938965,0.8077,61.2921838760376,612.6898357868195,0.6572,8512510,0.01,128,0.9,64,2,7,1
250,9,11,0.4327196960449219,0.85146,61.15482020378113,673.8637790679932,0.6372,8512510,0.01,128,0.9,64,2,7,1
251,9,12,0.3405923873901367,0.88186,61.08911871910095,734.9688286781311,0.652,8512510,0.01,128,0.9,64,2,7,1
252,9,13,0.2781988376235962,0.90552,61.212504863739014,796.1982877254486,0.6589,8512510,0.01,128,0.9,64,2,7,1
253,9,14,0.21712095170974732,0.92632,61.227275371551514,857.4410743713379,0.655,8512510,0.01,128,0.9,64,2,7,1
254,9,15,0.15490228290557861,0.9476,61.17211890220642,918.6321105957031,0.6544,8512510,0.01,128,0.9,64,2,7,1
255,9,16,0.11813337924480438,0.9607,61.137404441833496,979.7854845523834,0.6328,8512510,0.01,128,0.9,64,2,7,1
256,9,17,0.09335954520702362,0.96896,61.02843189239502,1040.836827993393,0.6548,8512510,0.01,128,0.9,64,2,7,1
257,9,18,0.06909904103755951,0.97776,61.41631293296814,1102.2710587978363,0.6651,8512510,0.01,128,0.9,64,2,7,1
258,9,19,0.052733889093399045,0.98322,61.35720229148865,1163.6461970806122,0.6663,8512510,0.01,128,0.9,64,2,7,1
259,9,20,0.045575103830099106,0.9858,61.50236201286316,1225.183443069458,0.6792,8512510,0.01,128,0.9,64,2,7,1
260,9,21,0.04010586051225662,0.98752,61.24871301651001,1286.4507343769073,0.684,8512510,0.01,128,0.9,64,2,7,1
261,9,22,0.03668720023155212,0.98874,61.18623638153076,1347.6589136123657,0.6717,8512510,0.01,128,0.9,64,2,7,1
262,9,23,0.03427746698141098,0.98898,61.05195617675781,1408.7288212776184,0.6771,8512510,0.01,128,0.9,64,2,7,1
263,9,24,0.028481187499165533,0.99152,61.25580382347107,1470.0005803108215,0.6744,8512510,0.01,128,0.9,64,2,7,1
264,9,25,0.02457910674393177,0.99246,61.46225094795227,1531.4807388782501,0.6761,8512510,0.01,128,0.9,64,2,7,1
265,9,26,0.02741985395669937,0.99136,61.44331073760986,1592.941623210907,0.6704,8512510,0.01,128,0.9,64,2,7,1
266,9,27,0.02681648389995098,0.99136,61.48742938041687,1654.4480030536652,0.6819,8512510,0.01,128,0.9,64,2,7,1
267,9,28,0.0219512277173996,0.9932,61.291009187698364,1715.757929801941,0.6763,8512510,0.01,128,0.9,64,2,7,1
268,9,29,0.021413186975717546,0.99356,61.4512779712677,1777.2271611690521,0.6805,8512510,0.01,128,0.9,64,2,7,1
269,9,30,0.01342061511039734,0.99566,61.81226897239685,1839.0563366413116,0.6806,8512510,0.01,128,0.9,64,2,7,1
