,run,epoch,loss,train_accuracy,epoch duration,run duration,test_accuracy,total parameters,lr,batch_size,momentum,weight_decay,p,num_drop_layers,pretrained
412,14,23,0.024860537,0.992,41.15971875,1666.832972,0.8747,11181642,0.001,32,0.9,0.001,0.3,4,"[True, 'all']"
413,14,24,0.027453138,0.9908,41.18497157,1740.266717,0.8797,11181642,0.001,32,0.9,0.001,0.3,4,"[True, 'all']"
414,14,25,0.014503987,0.9958,41.18323946,1813.742955,0.8792,11181642,0.001,32,0.9,0.001,0.3,4,"[True, 'all']"
415,14,26,0.021296917,0.994,41.19353199,1887.263065,0.8626,11181642,0.001,32,0.9,0.001,0.3,4,"[True, 'all']"
416,14,27,0.017126935,0.9944,41.12943482,1960.654248,0.8863,11181642,0.001,32,0.9,0.001,0.3,4,"[True, 'all']"
417,14,28,0.007961552,0.9982,41.1033361,2033.964551,0.8671,11181642,0.001,32,0.9,0.001,0.3,4,"[True, 'all']"
418,14,29,0.017046784,0.995,41.23065329,2107.593589,0.8802,11181642,0.001,32,0.9,0.001,0.3,4,"[True, 'all']"
419,14,30,0.010774752,0.9966,41.13288093,2180.88746,0.8831,11181642,0.001,32,0.9,0.001,0.3,4,"[True, 'all']"
420,15,1,1.70133716,0.3936,42.40000844,43.87316227,0.6116,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
421,15,2,1.033434002,0.6358,41.32804322,117.6420398,0.4903,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
422,15,3,0.679375975,0.771,41.32050753,191.7558558,0.7043,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
423,15,4,0.515419711,0.8262,41.29001021,265.4990714,0.733,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
424,15,5,0.452130855,0.8444,41.29634452,339.2556343,0.7586,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
425,15,6,0.360987849,0.8734,41.31981373,413.2879972,0.792,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
426,15,7,0.318414558,0.8868,41.34639168,487.187552,0.8003,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
427,15,8,0.267832671,0.9072,41.36577415,561.1691592,0.7847,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
428,15,9,0.242340826,0.9148,41.34703851,635.3818698,0.8368,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
429,15,10,0.203083526,0.9324,41.36509252,709.2909243,0.8311,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
430,15,11,0.156646064,0.9448,41.30375743,783.1826639,0.8413,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
431,15,12,0.155009696,0.9484,41.31637716,857.0291007,0.8495,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
432,15,13,0.125300749,0.954,41.33376718,930.9337926,0.8267,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
433,15,14,0.103710414,0.964,41.36200166,1004.86146,0.8264,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
434,15,15,0.094066187,0.9692,41.37239361,1078.862304,0.8214,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
435,15,16,0.085958293,0.9686,41.30280232,1152.694142,0.8464,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
436,15,17,0.07905332,0.9706,41.36650848,1226.574726,0.8203,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
437,15,18,0.063394445,0.9792,41.32098508,1300.409137,0.849,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
438,15,19,0.054489173,0.981,41.32851648,1374.263699,0.8692,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
439,15,20,0.0573376,0.9804,41.36371469,1448.258158,0.8626,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
440,15,21,0.048224151,0.9846,41.41654754,1522.096998,0.8664,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
441,15,22,0.043385031,0.9842,41.41033792,1596.004193,0.8536,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
442,15,23,0.040246149,0.9872,41.43529701,1670.325542,0.8668,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
443,15,24,0.062061841,0.978,41.41806459,1744.311727,0.8561,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
444,15,25,0.032644632,0.9898,41.41448617,1818.147666,0.8657,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
445,15,26,0.037268657,0.9888,41.41052985,1892.191947,0.8512,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
446,15,27,0.02758408,0.9916,41.41499209,1966.148941,0.843,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
447,15,28,0.034741639,0.9878,41.45447898,2040.048251,0.8696,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
448,15,29,0.02979382,0.9896,41.41452289,2114.11905,0.8251,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
449,15,30,0.028739499,0.9898,41.44380903,2187.97974,0.8611,11181642,0.001,32,0.9,0.001,0.3,5,"[True, 'all']"
450,16,1,2.149170599,0.1882,42.03063202,44.39886832,0.1777,11181642,0.001,32,0.9,0.001,0.1,1,[False]
451,16,2,2.166509282,0.1852,40.92464399,117.693696,0.1,11181642,0.001,32,0.9,0.001,0.1,1,[False]
452,16,3,2.155422763,0.2,41.16377211,191.3935304,0.223,11181642,0.001,32,0.9,0.001,0.1,1,[False]
453,16,4,2.021711654,0.2422,41.01741171,267.9676862,0.2509,11181642,0.001,32,0.9,0.001,0.1,1,[False]
454,16,5,1.960108453,0.2642,38.9628365,341.7035229,0.282,11181642,0.001,32,0.9,0.001,0.1,1,[False]
455,16,6,1.901110192,0.2994,37.63353443,416.5755336,0.2946,11181642,0.001,32,0.9,0.001,0.1,1,[False]
456,16,7,1.841229767,0.3178,37.84801197,488.4992998,0.3167,11181642,0.001,32,0.9,0.001,0.1,1,[False]
457,16,8,1.791481519,0.3432,40.96983314,565.747817,0.3383,11181642,0.001,32,0.9,0.001,0.1,1,[False]
458,16,9,1.739949524,0.356,40.75753498,643.2448666,0.3251,11181642,0.001,32,0.9,0.001,0.1,1,[False]
459,16,10,1.703160067,0.3682,40.77909017,716.972636,0.3352,11181642,0.001,32,0.9,0.001,0.1,1,[False]
460,16,11,1.668096784,0.387,41.03928137,792.3396399,0.3309,11181642,0.001,32,0.9,0.001,0.1,1,[False]
461,16,12,1.636517723,0.3948,41.05723763,867.8956466,0.3279,11181642,0.001,32,0.9,0.001,0.1,1,[False]
462,16,13,1.593000821,0.4204,41.08954906,943.3444653,0.3309,11181642,0.001,32,0.9,0.001,0.1,1,[False]
463,16,14,1.574660882,0.421,41.14341474,1018.504937,0.3504,11181642,0.001,32,0.9,0.001,0.1,1,[False]
464,16,15,1.529770463,0.443,41.02386665,1093.876976,0.3511,11181642,0.001,32,0.9,0.001,0.1,1,[False]
465,16,16,1.491936784,0.4576,41.01894975,1169.399736,0.3466,11181642,0.001,32,0.9,0.001,0.1,1,[False]
466,16,17,1.464130967,0.467,41.03126121,1245.090992,0.3459,11181642,0.001,32,0.9,0.001,0.1,1,[False]
467,16,18,1.434690742,0.4738,41.02137399,1320.953217,0.3587,11181642,0.001,32,0.9,0.001,0.1,1,[False]
468,16,19,1.398904271,0.4952,41.04927278,1397.260598,0.3722,11181642,0.001,32,0.9,0.001,0.1,1,[False]
469,16,20,1.360432409,0.5088,40.96384883,1472.605504,0.379,11181642,0.001,32,0.9,0.001,0.1,1,[False]
470,16,21,1.331572421,0.5186,40.86129093,1547.83809,0.4035,11181642,0.001,32,0.9,0.001,0.1,1,[False]
471,16,22,1.303507838,0.5226,40.87736368,1623.382772,0.3986,11181642,0.001,32,0.9,0.001,0.1,1,[False]
472,16,23,1.245729629,0.5528,40.85820532,1698.543727,0.3899,11181642,0.001,32,0.9,0.001,0.1,1,[False]
473,16,24,1.18959028,0.5718,41.1352458,1773.910168,0.3566,11181642,0.001,32,0.9,0.001,0.1,1,[False]
474,16,25,1.135669978,0.5902,41.07215166,1849.386414,0.3763,11181642,0.001,32,0.9,0.001,0.1,1,[False]
475,16,26,1.058166985,0.6232,41.09371805,1924.958003,0.3395,11181642,0.001,32,0.9,0.001,0.1,1,[False]
476,16,27,1.023948573,0.6244,40.91046977,1999.212297,0.3223,11181642,0.001,32,0.9,0.001,0.1,1,[False]
477,16,28,1.013691652,0.6372,40.94355226,2074.458961,0.3583,11181642,0.001,32,0.9,0.001,0.1,1,[False]
478,16,29,0.984627352,0.654,41.08456326,2149.126368,0.3452,11181642,0.001,32,0.9,0.001,0.1,1,[False]
479,16,30,0.976969014,0.6498,40.91091967,2224.056629,0.3872,11181642,0.001,32,0.9,0.001,0.1,1,[False]
480,17,1,2.165761504,0.185,42.36872149,43.93860388,0.2161,11181642,0.001,32,0.9,0.001,0.1,2,[False]
481,17,2,2.188811415,0.178,41.17963171,120.3213058,0.1233,11181642,0.001,32,0.9,0.001,0.1,2,[False]
482,17,3,2.080434342,0.2138,41.10533118,196.7005296,0.1699,11181642,0.001,32,0.9,0.001,0.1,2,[False]
483,17,4,2.014902446,0.252,40.88132668,272.5602725,0.2539,11181642,0.001,32,0.9,0.001,0.1,2,[False]
484,17,5,1.947420654,0.28,40.90473652,347.3195009,0.2897,11181642,0.001,32,0.9,0.001,0.1,2,[False]
485,17,6,1.883858122,0.2968,40.90194917,421.8153362,0.2511,11181642,0.001,32,0.9,0.001,0.1,2,[False]
486,17,7,1.830586451,0.322,40.9849689,497.2283759,0.272,11181642,0.001,32,0.9,0.001,0.1,2,[False]
487,17,8,1.793769759,0.3376,40.99644113,573.0298774,0.2956,11181642,0.001,32,0.9,0.001,0.1,2,[False]
488,17,9,1.736068472,0.3546,40.92364573,648.0669513,0.3185,11181642,0.001,32,0.9,0.001,0.1,2,[False]
489,17,10,1.715747788,0.362,41.02958584,723.6440284,0.3146,11181642,0.001,32,0.9,0.001,0.1,2,[False]
490,17,11,1.674387535,0.3822,40.99341488,799.1068401,0.3322,11181642,0.001,32,0.9,0.001,0.1,2,[False]
491,17,12,1.631812211,0.3948,40.91472507,873.8586102,0.3604,11181642,0.001,32,0.9,0.001,0.1,2,[False]
492,17,13,1.59928183,0.4144,41.07062221,949.3738139,0.3546,11181642,0.001,32,0.9,0.001,0.1,2,[False]
493,17,14,1.568048919,0.4262,40.9703033,1024.848869,0.3615,11181642,0.001,32,0.9,0.001,0.1,2,[False]
494,17,15,1.531614999,0.441,40.93627548,1100.53437,0.3656,11181642,0.001,32,0.9,0.001,0.1,2,[False]
495,17,16,1.49127262,0.4506,41.19067526,1177.495434,0.3618,11181642,0.001,32,0.9,0.001,0.1,2,[False]
496,17,17,1.45921651,0.4676,40.93848157,1252.555077,0.3767,11181642,0.001,32,0.9,0.001,0.1,2,[False]
497,17,18,1.417622466,0.4798,40.92024589,1327.071034,0.3833,11181642,0.001,32,0.9,0.001,0.1,2,[False]
498,17,19,1.37085802,0.4998,40.84453607,1402.42132,0.3765,11181642,0.001,32,0.9,0.001,0.1,2,[False]
499,17,20,1.338401713,0.5144,41.03255725,1477.454977,0.3818,11181642,0.001,32,0.9,0.001,0.1,2,[False]
500,17,21,1.328725076,0.5154,40.82116151,1552.722972,0.3703,11181642,0.001,32,0.9,0.001,0.1,2,[False]
501,17,22,1.308082194,0.5208,40.90692186,1628.158583,0.3831,11181642,0.001,32,0.9,0.001,0.1,2,[False]
502,17,23,1.268600908,0.533,40.87458396,1703.346777,0.3815,11181642,0.001,32,0.9,0.001,0.1,2,[False]
503,17,24,1.214700246,0.5584,40.95109367,1778.184561,0.3608,11181642,0.001,32,0.9,0.001,0.1,2,[False]
504,17,25,1.183074524,0.5764,40.82159758,1853.258543,0.3266,11181642,0.001,32,0.9,0.001,0.1,2,[False]
505,17,26,1.166425945,0.578,40.89828563,1928.045612,0.3596,11181642,0.001,32,0.9,0.001,0.1,2,[False]
506,17,27,1.098069014,0.6116,40.94124269,2003.475123,0.3587,11181642,0.001,32,0.9,0.001,0.1,2,[False]
507,17,28,1.085967605,0.6106,40.78550673,2078.209738,0.3772,11181642,0.001,32,0.9,0.001,0.1,2,[False]
508,17,29,1.01040948,0.633,40.82884717,2152.416807,0.3579,11181642,0.001,32,0.9,0.001,0.1,2,[False]
509,17,30,0.991721212,0.6416,40.8168354,2226.451835,0.3545,11181642,0.001,32,0.9,0.001,0.1,2,[False]
510,18,1,2.165864337,0.1886,42.06938457,43.60361171,0.2356,11181642,0.001,32,0.9,0.001,0.1,3,[False]
511,18,2,2.132215958,0.194,40.98959351,117.8794301,0.1,11181642,0.001,32,0.9,0.001,0.1,3,[False]
512,18,3,2.126221198,0.2202,40.97445107,192.9976213,0.1685,11181642,0.001,32,0.9,0.001,0.1,3,[False]
513,18,4,2.045957812,0.2284,40.8886075,267.1147435,0.1701,11181642,0.001,32,0.9,0.001,0.1,3,[False]
514,18,5,1.998366025,0.261,40.96749401,341.4221125,0.2391,11181642,0.001,32,0.9,0.001,0.1,3,[False]
515,18,6,1.936033363,0.2816,41.00832772,415.7882593,0.2861,11181642,0.001,32,0.9,0.001,0.1,3,[False]
516,18,7,1.880141219,0.3042,40.97674322,490.3053331,0.2988,11181642,0.001,32,0.9,0.001,0.1,3,[False]
517,18,8,1.825082232,0.3334,40.97766376,564.9625425,0.3255,11181642,0.001,32,0.9,0.001,0.1,3,[False]
518,18,9,1.777594259,0.3434,41.043015,639.8162479,0.3329,11181642,0.001,32,0.9,0.001,0.1,3,[False]
519,18,10,1.742500322,0.3538,40.93409443,715.5572884,0.3243,11181642,0.001,32,0.9,0.001,0.1,3,[False]
520,18,11,1.706010007,0.3752,40.92359304,789.6617417,0.3286,11181642,0.001,32,0.9,0.001,0.1,3,[False]
521,18,12,1.672357307,0.3822,41.12671089,865.1912873,0.334,11181642,0.001,32,0.9,0.001,0.1,3,[False]
522,18,13,1.634764013,0.3934,40.95188189,942.7539058,0.3519,11181642,0.001,32,0.9,0.001,0.1,3,[False]
523,18,14,1.598851221,0.404,40.67540789,1017.251894,0.3536,11181642,0.001,32,0.9,0.001,0.1,3,[False]
524,18,15,1.557614503,0.424,40.78951097,1091.263585,0.3565,11181642,0.001,32,0.9,0.001,0.1,3,[False]
525,18,16,1.530207265,0.4282,40.78619599,1165.827506,0.3561,11181642,0.001,32,0.9,0.001,0.1,3,[False]
526,18,17,1.500250632,0.4488,40.93000007,1240.538223,0.3709,11181642,0.001,32,0.9,0.001,0.1,3,[False]
527,18,18,1.469987634,0.4636,40.93463898,1315.206062,0.3496,11181642,0.001,32,0.9,0.001,0.1,3,[False]
528,18,19,1.437706417,0.4666,40.8545444,1389.84079,0.334,11181642,0.001,32,0.9,0.001,0.1,3,[False]
529,18,20,1.411468167,0.4836,40.82320499,1463.777436,0.3405,11181642,0.001,32,0.9,0.001,0.1,3,[False]
530,18,21,1.376604736,0.4982,40.66389632,1537.727839,0.3196,11181642,0.001,32,0.9,0.001,0.1,3,[False]
531,18,22,1.343325981,0.5088,40.76437712,1611.500552,0.3186,11181642,0.001,32,0.9,0.001,0.1,3,[False]
532,18,23,1.311830662,0.5316,40.67517424,1685.088681,0.2992,11181642,0.001,32,0.9,0.001,0.1,3,[False]
533,18,24,1.269994092,0.54,40.67085385,1758.623595,0.2991,11181642,0.001,32,0.9,0.001,0.1,3,[False]
534,18,25,1.231939383,0.548,40.72386575,1832.271457,0.3009,11181642,0.001,32,0.9,0.001,0.1,3,[False]
535,18,26,1.19177141,0.5728,40.76739478,1906.290956,0.3243,11181642,0.001,32,0.9,0.001,0.1,3,[False]
536,18,27,1.159478078,0.5744,40.7086432,1980.085148,0.353,11181642,0.001,32,0.9,0.001,0.1,3,[False]
537,18,28,1.102664012,0.6,40.69959426,2053.867325,0.3394,11181642,0.001,32,0.9,0.001,0.1,3,[False]
538,18,29,1.050943229,0.6196,40.73697329,2127.40361,0.358,11181642,0.001,32,0.9,0.001,0.1,3,[False]
539,18,30,1.036330615,0.6214,40.72247028,2201.108619,0.3342,11181642,0.001,32,0.9,0.001,0.1,3,[False]
540,19,1,2.202463774,0.1658,42.01206064,43.51205015,0.1683,11181642,0.001,32,0.9,0.001,0.1,4,[False]
541,19,2,2.196525005,0.1738,40.78683877,117.478852,0.1111,11181642,0.001,32,0.9,0.001,0.1,4,[False]
542,19,3,2.079322585,0.2234,40.81275821,191.4929183,0.1787,11181642,0.001,32,0.9,0.001,0.1,4,[False]
543,19,4,2.006471447,0.2472,40.76540422,265.5194013,0.22,11181642,0.001,32,0.9,0.001,0.1,4,[False]
544,19,5,1.968354172,0.261,40.77463198,339.4693403,0.2462,11181642,0.001,32,0.9,0.001,0.1,4,[False]
545,19,6,1.910516002,0.2812,40.76743579,413.2058721,0.2287,11181642,0.001,32,0.9,0.001,0.1,4,[False]
546,19,7,1.867331221,0.2996,40.78202224,487.1391966,0.2384,11181642,0.001,32,0.9,0.001,0.1,4,[False]
547,19,8,1.842269415,0.3176,40.70549941,560.9770989,0.2555,11181642,0.001,32,0.9,0.001,0.1,4,[False]
548,19,9,1.793444289,0.3304,40.72779918,634.7787018,0.2368,11181642,0.001,32,0.9,0.001,0.1,4,[False]
549,19,10,1.760957977,0.348,40.74582982,708.7047746,0.2853,11181642,0.001,32,0.9,0.001,0.1,4,[False]
550,19,11,1.718074702,0.3622,40.75865221,782.6036313,0.2844,11181642,0.001,32,0.9,0.001,0.1,4,[False]
551,19,12,1.68909687,0.379,40.76400638,856.4113872,0.3209,11181642,0.001,32,0.9,0.001,0.1,4,[False]
552,19,13,1.661935437,0.385,40.77128291,930.3220725,0.3085,11181642,0.001,32,0.9,0.001,0.1,4,[False]
553,19,14,1.62293925,0.401,40.80136657,1004.240902,0.3213,11181642,0.001,32,0.9,0.001,0.1,4,[False]
554,19,15,1.58867495,0.4138,40.81545687,1078.167836,0.3506,11181642,0.001,32,0.9,0.001,0.1,4,[False]
555,19,16,1.563599583,0.428,40.82236767,1152.214353,0.3615,11181642,0.001,32,0.9,0.001,0.1,4,[False]
556,19,17,1.531466297,0.4346,40.81270361,1226.218093,0.3721,11181642,0.001,32,0.9,0.001,0.1,4,[False]
557,19,18,1.495744272,0.4548,40.80549741,1300.226615,0.3735,11181642,0.001,32,0.9,0.001,0.1,4,[False]
558,19,19,1.459290483,0.4628,40.80912995,1374.205305,0.3604,11181642,0.001,32,0.9,0.001,0.1,4,[False]
559,19,20,1.453392933,0.4648,40.81937313,1448.313681,0.3667,11181642,0.001,32,0.9,0.001,0.1,4,[False]
560,19,21,1.414547739,0.4902,40.79976702,1522.355891,0.3737,11181642,0.001,32,0.9,0.001,0.1,4,[False]
561,19,22,1.372205866,0.5034,40.79787469,1596.369901,0.3779,11181642,0.001,32,0.9,0.001,0.1,4,[False]
562,19,23,1.341909821,0.5146,40.80807352,1670.439759,0.3836,11181642,0.001,32,0.9,0.001,0.1,4,[False]
563,19,24,1.314546853,0.52,40.85395646,1744.476079,0.3847,11181642,0.001,32,0.9,0.001,0.1,4,[False]
564,19,25,1.277992303,0.5376,40.82362485,1818.463044,0.4029,11181642,0.001,32,0.9,0.001,0.1,4,[False]
565,19,26,1.252564724,0.5418,40.84654379,1892.473336,0.3923,11181642,0.001,32,0.9,0.001,0.1,4,[False]
566,19,27,1.237664033,0.5496,40.84488463,1966.402271,0.3748,11181642,0.001,32,0.9,0.001,0.1,4,[False]
567,19,28,1.204761171,0.5648,40.85738301,2040.561861,0.3921,11181642,0.001,32,0.9,0.001,0.1,4,[False]
568,19,29,1.174977962,0.57,40.83580422,2114.566532,0.3851,11181642,0.001,32,0.9,0.001,0.1,4,[False]
569,19,30,1.143544804,0.5846,40.8981986,2188.637424,0.385,11181642,0.001,32,0.9,0.001,0.1,4,[False]
570,20,1,2.224376514,0.1564,42.3060894,44.20510721,0.1004,11181642,0.001,32,0.9,0.001,0.1,5,[False]
571,20,2,2.228045789,0.1688,41.21153021,118.896148,0.1618,11181642,0.001,32,0.9,0.001,0.1,5,[False]
572,20,3,2.110480167,0.21,41.14175844,193.3968244,0.1901,11181642,0.001,32,0.9,0.001,0.1,5,[False]
573,20,4,2.053937696,0.2306,41.15414047,267.9110777,0.2206,11181642,0.001,32,0.9,0.001,0.1,5,[False]
574,20,5,2.011402363,0.2436,41.13681746,342.3505652,0.2475,11181642,0.001,32,0.9,0.001,0.1,5,[False]
575,20,6,1.971824426,0.2626,41.10948181,416.8298874,0.2864,11181642,0.001,32,0.9,0.001,0.1,5,[False]
576,20,7,1.923855869,0.2746,41.10094404,491.1350627,0.2761,11181642,0.001,32,0.9,0.001,0.1,5,[False]
577,20,8,1.885653012,0.2952,41.13985157,565.6217031,0.2727,11181642,0.001,32,0.9,0.001,0.1,5,[False]
578,20,9,1.852477277,0.313,41.14634323,640.2245989,0.2734,11181642,0.001,32,0.9,0.001,0.1,5,[False]
579,20,10,1.811967353,0.329,41.10407376,714.7321033,0.2703,11181642,0.001,32,0.9,0.001,0.1,5,[False]
580,20,11,1.787267673,0.3436,41.07560754,789.0588143,0.2925,11181642,0.001,32,0.9,0.001,0.1,5,[False]
581,20,12,1.734005042,0.3602,41.10290861,863.5034258,0.3113,11181642,0.001,32,0.9,0.001,0.1,5,[False]
582,20,13,1.695085182,0.3764,41.1172955,937.9147112,0.3236,11181642,0.001,32,0.9,0.001,0.1,5,[False]
583,20,14,1.664251514,0.3874,41.12876797,1012.353302,0.3357,11181642,0.001,32,0.9,0.001,0.1,5,[False]
584,20,15,1.635222077,0.396,40.97277355,1086.726584,0.3408,11181642,0.001,32,0.9,0.001,0.1,5,[False]
585,20,16,1.621503149,0.4078,40.95859957,1160.956207,0.3578,11181642,0.001,32,0.9,0.001,0.1,5,[False]
586,20,17,1.591940698,0.419,40.95498991,1235.17904,0.3675,11181642,0.001,32,0.9,0.001,0.1,5,[False]
587,20,18,1.565495662,0.427,40.8836782,1309.218048,0.3744,11181642,0.001,32,0.9,0.001,0.1,5,[False]
588,20,19,1.5411035,0.4268,40.96697068,1383.397229,0.392,11181642,0.001,32,0.9,0.001,0.1,5,[False]
589,20,20,1.508775265,0.4466,40.98465347,1457.708671,0.3817,11181642,0.001,32,0.9,0.001,0.1,5,[False]
590,20,21,1.486839795,0.4518,40.94653177,1531.807572,0.3841,11181642,0.001,32,0.9,0.001,0.1,5,[False]
591,20,22,1.458717896,0.4652,40.91099787,1606.02931,0.387,11181642,0.001,32,0.9,0.001,0.1,5,[False]
592,20,23,1.431270204,0.4742,40.94503307,1680.216515,0.4014,11181642,0.001,32,0.9,0.001,0.1,5,[False]
593,20,24,1.407455097,0.4828,40.9307096,1754.666635,0.4032,11181642,0.001,32,0.9,0.001,0.1,5,[False]
594,20,25,1.372074058,0.4956,40.95037961,1828.877927,0.4035,11181642,0.001,32,0.9,0.001,0.1,5,[False]
595,20,26,1.332033786,0.5192,40.94616485,1903.129024,0.4067,11181642,0.001,32,0.9,0.001,0.1,5,[False]
596,20,27,1.301673444,0.5226,40.95170569,1977.482433,0.4057,11181642,0.001,32,0.9,0.001,0.1,5,[False]
597,20,28,1.26750084,0.538,40.91516829,2051.750579,0.3953,11181642,0.001,32,0.9,0.001,0.1,5,[False]
598,20,29,1.22405836,0.553,40.9348557,2125.821439,0.402,11181642,0.001,32,0.9,0.001,0.1,5,[False]
599,20,30,1.194849908,0.566,40.90248036,2199.975034,0.4053,11181642,0.001,32,0.9,0.001,0.1,5,[False]
600,21,1,2.179284298,0.181,41.80215383,43.2384963,0.2078,11181642,0.001,32,0.9,0.001,0.2,1,[False]
601,21,2,2.187760614,0.177,40.60893464,116.9449456,0.1289,11181642,0.001,32,0.9,0.001,0.2,1,[False]
602,21,3,2.071973956,0.2182,40.62649727,190.5931904,0.1784,11181642,0.001,32,0.9,0.001,0.2,1,[False]
603,21,4,2.007094773,0.257,40.53619885,264.0901256,0.2294,11181642,0.001,32,0.9,0.001,0.2,1,[False]
604,21,5,1.946137653,0.2764,40.57462454,337.6643419,0.2589,11181642,0.001,32,0.9,0.001,0.2,1,[False]
605,21,6,1.877879362,0.3024,40.53334069,411.2214475,0.2706,11181642,0.001,32,0.9,0.001,0.2,1,[False]
606,21,7,1.828730013,0.3288,40.55269742,484.7338667,0.2624,11181642,0.001,32,0.9,0.001,0.2,1,[False]
607,21,8,1.796759695,0.336,40.5922606,558.3417714,0.2764,11181642,0.001,32,0.9,0.001,0.2,1,[False]
608,21,9,1.735410843,0.364,40.60047245,632.0976033,0.2809,11181642,0.001,32,0.9,0.001,0.2,1,[False]
609,21,10,1.688221467,0.3884,40.95815897,706.367722,0.2606,11181642,0.001,32,0.9,0.001,0.2,1,[False]
610,21,11,1.645014425,0.3956,40.95555258,780.8536496,0.3033,11181642,0.001,32,0.9,0.001,0.2,1,[False]
611,21,12,1.601115898,0.412,40.57896566,854.5898921,0.3428,11181642,0.001,32,0.9,0.001,0.2,1,[False]
612,21,13,1.568087291,0.4202,40.67304993,928.2606964,0.3501,11181642,0.001,32,0.9,0.001,0.2,1,[False]
613,21,14,1.529471165,0.4428,40.72890711,1001.830804,0.3538,11181642,0.001,32,0.9,0.001,0.2,1,[False]
614,21,15,1.49244888,0.449,40.66165471,1075.365541,0.3496,11181642,0.001,32,0.9,0.001,0.2,1,[False]
615,21,16,1.450087247,0.4726,40.60368896,1148.91911,0.3503,11181642,0.001,32,0.9,0.001,0.2,1,[False]
616,21,17,1.402765958,0.4848,40.65460992,1222.467972,0.3561,11181642,0.001,32,0.9,0.001,0.2,1,[False]
617,21,18,1.350887133,0.5046,40.73226714,1296.147993,0.3186,11181642,0.001,32,0.9,0.001,0.2,1,[False]
618,21,19,1.33161003,0.5176,40.63119602,1369.774448,0.3166,11181642,0.001,32,0.9,0.001,0.2,1,[False]
619,21,20,1.290317465,0.5326,40.59930873,1443.166663,0.3318,11181642,0.001,32,0.9,0.001,0.2,1,[False]
620,21,21,1.268549302,0.5446,40.65696192,1516.550719,0.3304,11181642,0.001,32,0.9,0.001,0.2,1,[False]
621,21,22,1.229906776,0.5676,40.62319255,1590.02988,0.345,11181642,0.001,32,0.9,0.001,0.2,1,[False]
622,21,23,1.21545796,0.5552,40.60975623,1663.596494,0.3202,11181642,0.001,32,0.9,0.001,0.2,1,[False]
623,21,24,1.156458205,0.5794,40.6334362,1737.100989,0.3698,11181642,0.001,32,0.9,0.001,0.2,1,[False]
624,21,25,1.125308425,0.59,40.60341978,1810.809903,0.3043,11181642,0.001,32,0.9,0.001,0.2,1,[False]
625,21,26,1.083238186,0.6048,40.58231854,1884.184525,0.3479,11181642,0.001,32,0.9,0.001,0.2,1,[False]
626,21,27,1.059386829,0.6254,40.59144425,1957.811679,0.3526,11181642,0.001,32,0.9,0.001,0.2,1,[False]
627,21,28,1.060566674,0.6194,40.59395599,2031.144082,0.3602,11181642,0.001,32,0.9,0.001,0.2,1,[False]
628,21,29,1.026754302,0.6322,40.58089995,2104.629014,0.3557,11181642,0.001,32,0.9,0.001,0.2,1,[False]
629,21,30,0.986733251,0.6482,40.60313821,2178.039886,0.368,11181642,0.001,32,0.9,0.001,0.2,1,[False]
630,22,1,2.207986941,0.1696,41.87008262,43.50058579,0.2187,11181642,0.001,32,0.9,0.001,0.2,2,[False]
631,22,2,2.192424284,0.1812,40.66297483,117.2206674,0.11,11181642,0.001,32,0.9,0.001,0.2,2,[False]
632,22,3,2.096243057,0.2042,40.67213321,190.809859,0.2116,11181642,0.001,32,0.9,0.001,0.2,2,[False]
633,22,4,2.037722012,0.2398,40.66418147,264.4688323,0.2796,11181642,0.001,32,0.9,0.001,0.2,2,[False]
