,run,epoch,loss,train_accuracy,epoch duration,run duration,test_accuracy,total parameters,lr,batch_size,momentum,weight_decay,pretrained
0,1,1,2.4741968215942385,0.2056,10.319084644317627,11.631349563598633,0.1876,11181642,0.01,32,0.9,0.01,[False]
1,1,2,2.0671621742248534,0.2916,10.347393035888672,24.878477811813354,0.28,11181642,0.01,32,0.9,0.01,[False]
2,1,3,1.8650900314331054,0.3354,10.367273807525635,38.07717800140381,0.3211,11181642,0.01,32,0.9,0.01,[False]
3,1,4,1.7229669387817383,0.382,10.354280710220337,51.27188849449158,0.3556,11181642,0.01,32,0.9,0.01,[False]
4,1,5,1.5883836975097656,0.434,10.376259088516235,64.47459030151367,0.3737,11181642,0.01,32,0.9,0.01,[False]
5,1,6,1.5112417030334473,0.4624,10.327380418777466,77.64635109901428,0.3834,11181642,0.01,32,0.9,0.01,[False]
6,1,7,1.4574409225463867,0.491,10.34050464630127,90.92670392990112,0.408,11181642,0.01,32,0.9,0.01,[False]
7,1,8,1.3968707717895508,0.5036,10.48280143737793,104.21998810768127,0.4247,11181642,0.01,32,0.9,0.01,[False]
8,1,9,1.308624993133545,0.5496,10.422886848449707,117.887197971344,0.4155,11181642,0.01,32,0.9,0.01,[False]
9,1,10,1.2626158912658692,0.5638,10.487698316574097,131.27013564109802,0.4145,11181642,0.01,32,0.9,0.01,[False]
10,1,11,1.2055312881469726,0.5938,10.510859727859497,144.69622778892517,0.4223,11181642,0.01,32,0.9,0.01,[False]
11,1,12,1.1629078937530517,0.6014,10.514058828353882,158.12050342559814,0.4221,11181642,0.01,32,0.9,0.01,[False]
12,1,13,1.1003000873565674,0.6288,10.529932498931885,171.55769634246826,0.413,11181642,0.01,32,0.9,0.01,[False]
13,1,14,1.074212476348877,0.632,10.439082145690918,184.9160544872284,0.4288,11181642,0.01,32,0.9,0.01,[False]
14,1,15,1.040848505783081,0.6452,10.45005178451538,198.24141573905945,0.425,11181642,0.01,32,0.9,0.01,[False]
15,1,16,0.9989571559906005,0.6726,10.517872333526611,211.63659167289734,0.4317,11181642,0.01,32,0.9,0.01,[False]
16,1,17,0.9505515022277832,0.6846,10.46802043914795,225.06170272827148,0.4281,11181642,0.01,32,0.9,0.01,[False]
17,1,18,0.9234555530548095,0.6966,10.400184869766235,238.35413479804993,0.4165,11181642,0.01,32,0.9,0.01,[False]
18,1,19,0.9035387786865234,0.7008,10.377247095108032,251.62065482139587,0.4415,11181642,0.01,32,0.9,0.01,[False]
19,1,20,0.8952934310913085,0.7064,10.378304719924927,264.8772611618042,0.4398,11181642,0.01,32,0.9,0.01,[False]
20,1,21,0.8825812440872193,0.7138,10.368408918380737,278.09795451164246,0.4305,11181642,0.01,32,0.9,0.01,[False]
21,1,22,0.8585577861785889,0.7138,10.515105247497559,291.4742591381073,0.435,11181642,0.01,32,0.9,0.01,[False]
22,1,23,0.7936347375869751,0.7438,10.397098302841187,304.7307233810425,0.4283,11181642,0.01,32,0.9,0.01,[False]
23,1,24,0.8023122232437134,0.7378,10.416416645050049,318.0404040813446,0.4446,11181642,0.01,32,0.9,0.01,[False]
24,1,25,0.7866654563903809,0.7512,10.352198600769043,331.233033657074,0.4522,11181642,0.01,32,0.9,0.01,[False]
25,1,26,0.7250165079116822,0.7708,10.359229326248169,344.46925616264343,0.4418,11181642,0.01,32,0.9,0.01,[False]
26,1,27,0.7708866228103638,0.7572,10.349725246429443,357.71423721313477,0.4516,11181642,0.01,32,0.9,0.01,[False]
27,1,28,0.7301504575729371,0.7718,10.312050104141235,370.8991425037384,0.448,11181642,0.01,32,0.9,0.01,[False]
28,1,29,0.7677597574234009,0.7548,10.337947130203247,384.0994336605072,0.4603,11181642,0.01,32,0.9,0.01,[False]
29,1,30,0.735965506362915,0.7656,10.378439903259277,397.38766956329346,0.4563,11181642,0.01,32,0.9,0.01,[False]
30,1,31,0.6959907131195069,0.779,10.372424125671387,410.68026471138,0.4479,11181642,0.01,32,0.9,0.01,[False]
31,1,32,0.6936642410278321,0.7792,10.372268438339233,423.9428074359894,0.4413,11181642,0.01,32,0.9,0.01,[False]
32,1,33,0.6586882377624512,0.787,10.322487592697144,437.120707988739,0.4557,11181642,0.01,32,0.9,0.01,[False]
33,1,34,0.6940287033081055,0.7766,10.35535740852356,450.31946420669556,0.4512,11181642,0.01,32,0.9,0.01,[False]
34,1,35,0.7010272798538209,0.7768,10.372106313705444,463.5539128780365,0.4533,11181642,0.01,32,0.9,0.01,[False]
35,1,36,0.6790831046104431,0.787,10.32473349571228,476.76392889022827,0.4475,11181642,0.01,32,0.9,0.01,[False]
36,1,37,0.6610354267120361,0.7902,10.334428071975708,489.9417521953583,0.4506,11181642,0.01,32,0.9,0.01,[False]
37,1,38,0.6914680725097656,0.7782,10.342413663864136,503.13452649116516,0.4505,11181642,0.01,32,0.9,0.01,[False]
38,1,39,0.4516814868927002,0.871,10.311331033706665,516.3331322669983,0.5427,11181642,0.01,32,0.9,0.01,[False]
39,1,40,0.17033713450431823,0.976,10.299907207489014,529.4993665218353,0.5462,11181642,0.01,32,0.9,0.01,[False]
40,1,41,0.09285077238082885,0.993,10.355305910110474,542.7389442920685,0.5461,11181642,0.01,32,0.9,0.01,[False]
41,1,42,0.06756269202232361,0.996,10.311862468719482,555.9251198768616,0.549,11181642,0.01,32,0.9,0.01,[False]
42,1,43,0.055214656972885134,0.9968,10.36989688873291,569.1708970069885,0.5478,11181642,0.01,32,0.9,0.01,[False]
