,run,epoch,loss,train_accuracy,epoch duration,run duration,test_accuracy,total parameters,lr,batch_size,momentum,weight_decay,pretrained
0,1,1,2.538431554412842,0.1702,10.444059610366821,11.78618574142456,0.1671,11181642,0.01,32,0.9,0.001,[False]
1,1,2,2.2557916122436525,0.2466,10.412492752075195,25.14552068710327,0.2505,11181642,0.01,32,0.9,0.001,[False]
2,1,3,2.0921850250244143,0.29,10.44439697265625,38.42331147193909,0.2633,11181642,0.01,32,0.9,0.001,[False]
3,1,4,2.049359836578369,0.3128,10.363281011581421,51.65691161155701,0.319,11181642,0.01,32,0.9,0.001,[False]
4,1,5,1.9239937866210937,0.3332,10.39243483543396,64.8947365283966,0.3401,11181642,0.01,32,0.9,0.001,[False]
5,1,6,1.8359694831848143,0.3858,10.392215967178345,78.1273558139801,0.3375,11181642,0.01,32,0.9,0.001,[False]
6,1,7,1.6980050666809081,0.4278,10.389186382293701,91.37292242050171,0.3621,11181642,0.01,32,0.9,0.001,[False]
7,1,8,1.569936173248291,0.4548,10.39187479019165,104.62714147567749,0.3715,11181642,0.01,32,0.9,0.001,[False]
8,1,9,1.403289329147339,0.5116,10.418774843215942,117.9046323299408,0.3528,11181642,0.01,32,0.9,0.001,[False]
9,1,10,1.3363649822235106,0.5256,10.347394704818726,131.0814323425293,0.3834,11181642,0.01,32,0.9,0.001,[False]
10,1,11,1.2509842716217041,0.5654,10.336465835571289,144.25929951667786,0.3882,11181642,0.01,32,0.9,0.001,[False]
11,1,12,1.1692647779464722,0.5968,10.361010551452637,157.45606446266174,0.3876,11181642,0.01,32,0.9,0.001,[False]
12,1,13,1.004098419189453,0.6532,10.37222170829773,170.68065786361694,0.387,11181642,0.01,32,0.9,0.001,[False]
13,1,14,0.9381427320480347,0.6758,10.374015092849731,183.88809752464294,0.3925,11181642,0.01,32,0.9,0.001,[False]
14,1,15,0.8399225274085999,0.7072,10.37522554397583,197.15360951423645,0.3864,11181642,0.01,32,0.9,0.001,[False]
15,1,16,0.7631292594909668,0.7346,10.395200967788696,210.40217661857605,0.3953,11181642,0.01,32,0.9,0.001,[False]
16,1,17,0.6853050365447998,0.7602,10.336666107177734,223.61691308021545,0.3768,11181642,0.01,32,0.9,0.001,[False]
17,1,18,0.6296509267807007,0.7836,10.364949226379395,236.8492133617401,0.3804,11181642,0.01,32,0.9,0.001,[False]
18,1,19,0.5202925415039062,0.822,10.390210390090942,250.14664936065674,0.3977,11181642,0.01,32,0.9,0.001,[False]
19,1,20,0.46006490926742555,0.844,10.38206958770752,263.40804624557495,0.3729,11181642,0.01,32,0.9,0.001,[False]
20,1,21,0.43066265563964845,0.8526,10.34641432762146,276.64673590660095,0.3975,11181642,0.01,32,0.9,0.001,[False]
21,1,22,0.3985517714977264,0.8662,10.380208969116211,289.91611647605896,0.3879,11181642,0.01,32,0.9,0.001,[False]
22,1,23,0.35131203989982607,0.878,10.353093147277832,303.11559772491455,0.4065,11181642,0.01,32,0.9,0.001,[False]
23,1,24,0.3075670590877533,0.896,10.38921570777893,316.3491611480713,0.415,11181642,0.01,32,0.9,0.001,[False]
24,1,25,0.24292966446876527,0.9192,10.368618726730347,329.5802221298218,0.4068,11181642,0.01,32,0.9,0.001,[False]
25,1,26,0.224802699136734,0.9228,10.350368976593018,342.8248498439789,0.4176,11181642,0.01,32,0.9,0.001,[False]
26,1,27,0.20063329629898072,0.9316,10.399990320205688,356.1171040534973,0.4171,11181642,0.01,32,0.9,0.001,[False]
27,1,28,0.22189018478393555,0.9254,10.38921332359314,369.37095284461975,0.4082,11181642,0.01,32,0.9,0.001,[False]
28,1,29,0.19095398325920104,0.9372,10.373551845550537,382.63078570365906,0.4146,11181642,0.01,32,0.9,0.001,[False]
29,1,30,0.16024338278770447,0.9458,10.431487321853638,395.955527305603,0.423,11181642,0.01,32,0.9,0.001,[False]
30,1,31,0.16746678202152251,0.9438,10.616604328155518,409.4484450817108,0.417,11181642,0.01,32,0.9,0.001,[False]
31,1,32,0.12905011553764342,0.957,10.476969718933105,422.8436372280121,0.4125,11181642,0.01,32,0.9,0.001,[False]
32,1,33,0.15622698097229004,0.9492,10.52835464477539,436.26424503326416,0.3954,11181642,0.01,32,0.9,0.001,[False]
33,1,34,0.11980660920143127,0.9634,10.539716243743896,449.73334527015686,0.4206,11181642,0.01,32,0.9,0.001,[False]
34,1,35,0.10355146369934082,0.9638,10.44171142578125,463.17802572250366,0.4163,11181642,0.01,32,0.9,0.001,[False]
35,1,36,0.08687592067718505,0.9712,10.543210506439209,476.6703188419342,0.4128,11181642,0.01,32,0.9,0.001,[False]
36,1,37,0.09446024360656738,0.968,10.678980588912964,490.64635467529297,0.4187,11181642,0.01,32,0.9,0.001,[False]
37,1,38,0.0863310052394867,0.972,10.449056625366211,503.9906675815582,0.3907,11181642,0.01,32,0.9,0.001,[False]
38,1,39,0.07975845127105713,0.9762,10.46245551109314,517.4112040996552,0.4225,11181642,0.01,32,0.9,0.001,[False]
39,1,40,0.06335016145706177,0.9802,10.541791439056396,530.9111034870148,0.4228,11181642,0.01,32,0.9,0.001,[False]
40,1,41,0.06441665244102478,0.9792,10.445205926895142,544.2405951023102,0.429,11181642,0.01,32,0.9,0.001,[False]
41,1,42,0.08899552807807923,0.9714,10.454390048980713,557.5951657295227,0.4129,11181642,0.01,32,0.9,0.001,[False]
42,1,43,0.0796060814857483,0.974,10.493983030319214,571.005350112915,0.4357,11181642,0.01,32,0.9,0.001,[False]
43,1,44,0.08300713510513305,0.975,10.46141004562378,584.3745305538177,0.426,11181642,0.01,32,0.9,0.001,[False]
44,1,45,0.08883201546669006,0.972,10.507923364639282,597.7816998958588,0.4139,11181642,0.01,32,0.9,0.001,[False]
45,1,46,0.04242186331748962,0.9874,10.365092039108276,611.0330722332001,0.4336,11181642,0.01,32,0.9,0.001,[False]
46,1,47,0.005973411321640015,0.9994,10.36693787574768,624.3401482105255,0.436,11181642,0.01,32,0.9,0.001,[False]
47,1,48,0.002735649585723877,1.0,10.414116382598877,637.6096606254578,0.4347,11181642,0.01,32,0.9,0.001,[False]
48,1,49,0.0021996471405029295,1.0,10.562702417373657,651.1164884567261,0.4351,11181642,0.01,32,0.9,0.001,[False]
49,1,50,0.001894463348388672,1.0,10.472104549407959,664.4898335933685,0.4363,11181642,0.01,32,0.9,0.001,[False]
50,1,51,0.0016860433578491211,1.0,10.43152928352356,677.9292917251587,0.4366,11181642,0.01,32,0.9,0.001,[False]
51,1,52,0.0015330360412597656,1.0,11.022498846054077,691.8410964012146,0.4374,11181642,0.01,32,0.9,0.001,[False]
